timestamp,open,high,low,close,volume
2026-03-27T12:00:00,149.2,149.227,149.182,149.209,0
2026-03-27T12:05:00,149.209,149.23084,149.191,149.21284,0
2026-03-27T12:10:00,149.21284,149.23447,149.19484,149.21647,0
2026-03-27T12:15:00,149.21647,149.23786,149.19847,149.21986,0
2026-03-27T12:20:00,149.21986,149.24099,149.20186,149.22299,0
2026-03-27T12:25:00,149.22299,149.24384,149.20499,149.22584,0
2026-03-27T12:30:00,149.22584,149.2464,149.20784,149.2284,0
2026-03-27T12:35:00,149.2284,149.24866,149.2104,149.23066,0
2026-03-27T12:40:00,149.23066,149.25062,149.21266,149.23262,0
2026-03-27T12:45:00,149.23262,149.25227,149.21462,149.23427,0
2026-03-27T12:50:00,149.23427,149.25361,149.21627,149.23561,0
2026-03-27T12:55:00,149.23561,149.25466,149.21761,149.23666,0
2026-03-27T13:00:00,149.23666,149.25541,149.21866,149.23741,0
2026-03-27T13:05:00,149.23741,149.25588,149.21941,149.23788,0
2026-03-27T13:10:00,149.23788,149.25608,149.21988,149.23808,0
2026-03-27T13:15:00,149.23808,149.25608,149.22003,149.23803,0
2026-03-27T13:20:00,149.23803,149.25603,149.21974,149.23774,0
2026-03-27T13:25:00,149.23774,149.25574,149.21922,149.23722,0
2026-03-27T13:30:00,149.23722,149.25522,149.21849,149.23649,0
2026-03-27T13:35:00,149.23649,149.25449,149.21758,149.23558,0
2026-03-27T13:40:00,149.23558,149.25358,149.21648,149.23448,0
2026-03-27T13:45:00,149.23448,149.25248,149.21523,149.23323,0
2026-03-27T13:50:00,149.23323,149.25123,149.21383,149.23183,0
2026-03-27T13:55:00,149.23183,149.24983,149.2123,149.2303,0
2026-03-27T14:00:00,149.2303,149.2483,149.21065,149.22865,0
2026-03-27T14:05:00,149.22865,149.24665,149.20889,149.22689,0
2026-03-27T14:10:00,149.22689,149.24489,149.20703,149.22503,0
2026-03-27T14:15:00,149.22503,149.24303,149.20509,149.22309,0
2026-03-27T14:20:00,149.22309,149.24109,149.20306,149.22106,0
2026-03-27T14:25:00,149.22106,149.23906,149.20096,149.21896,0
2026-03-27T14:30:00,149.21896,149.23696,149.19878,149.21678,0
2026-03-27T14:35:00,149.21678,149.23478,149.19655,149.21455,0
2026-03-27T14:40:00,149.21455,149.23255,149.19425,149.21225,0
2026-03-27T14:45:00,149.21225,149.23025,149.1919,149.2099,0
2026-03-27T14:50:00,149.2099,149.2279,149.18951,149.20751,0
2026-03-27T14:55:00,149.20751,149.22551,149.18706,149.20506,0
2026-03-27T15:00:00,149.20506,149.22306,149.18458,149.20258,0
2026-03-27T15:05:00,149.20258,149.22058,149.18207,149.20007,0
2026-03-27T15:10:00,149.20007,149.21807,149.17954,149.19754,0
2026-03-27T15:15:00,149.19754,149.21554,149.17699,149.19499,0
2026-03-27T15:20:00,149.19499,149.21299,149.17444,149.19244,0
2026-03-27T15:25:00,149.19244,149.21044,149.1719,149.1899,0
2026-03-27T15:30:00,149.1899,149.2079,149.16938,149.18738,0
2026-03-27T15:35:00,149.18738,149.20538,149.16691,149.18491,0
2026-03-27T15:40:00,149.18491,149.20291,149.16449,149.18249,0
2026-03-27T15:45:00,149.18249,149.20049,149.16216,149.18016,0
2026-03-27T15:50:00,149.18016,149.19816,149.15992,149.17792,0
2026-03-27T15:55:00,149.17792,149.19592,149.15781,149.17581,0
2026-03-27T16:00:00,149.17581,149.19381,149.15585,149.17385,0
2026-03-27T16:05:00,149.17385,149.19185,149.15405,149.17205,0
2026-03-27T16:10:00,149.17205,149.19005,149.15246,149.17046,0
2026-03-27T16:15:00,149.17046,149.18846,149.15108,149.16908,0
2026-03-27T16:20:00,149.16908,149.18708,149.14996,149.16796,0
2026-03-27T16:25:00,149.16796,149.18596,149.1491,149.1671,0
2026-03-27T16:30:00,149.1671,149.1851,149.14854,149.16654,0
2026-03-27T16:35:00,149.16654,149.18454,149.1483,149.1663,0
2026-03-27T16:40:00,149.1663,149.18438,149.1483,149.16638,0
2026-03-27T16:45:00,149.16638,149.18482,149.14838,149.16682,0
2026-03-27T16:50:00,149.16682,149.18562,149.14882,149.16762,0
2026-03-27T16:55:00,149.16762,149.18678,149.14962,149.16878,0
2026-03-27T17:00:00,149.16878,149.18833,149.15078,149.17033,0
2026-03-27T17:05:00,149.17033,149.19025,149.15233,149.17225,0
2026-03-27T17:10:00,149.17225,149.19254,149.15425,149.17454,0
2026-03-27T17:15:00,149.17454,149.1952,149.15654,149.1772,0
2026-03-27T17:20:00,149.1772,149.1982,149.1592,149.1802,0
2026-03-27T17:25:00,149.1802,149.20154,149.1622,149.18354,0
2026-03-27T17:30:00,149.18354,149.20518,149.16554,149.18718,0
2026-03-27T17:35:00,149.18718,149.20911,149.16918,149.19111,0
2026-03-27T17:40:00,149.19111,149.21328,149.17311,149.19528,0
2026-03-27T17:45:00,149.19528,149.21767,149.17728,149.19967,0
2026-03-27T17:50:00,149.19967,149.22222,149.18167,149.20422,0
2026-03-27T17:55:00,149.20422,149.2269,149.18622,149.2089,0
2026-03-27T18:00:00,149.2089,149.23166,149.1909,149.21366,0
2026-03-27T18:05:00,149.21366,149.23645,149.19566,149.21845,0
2026-03-27T18:10:00,149.21845,149.24122,149.20045,149.22322,0
2026-03-27T18:15:00,149.22322,149.24591,149.20522,149.22791,0
2026-03-27T18:20:00,149.22791,149.25048,149.20991,149.23248,0
2026-03-27T18:25:00,149.23248,149.25487,149.21448,149.23687,0
2026-03-27T18:30:00,149.23687,149.25903,149.21887,149.24103,0
2026-03-27T18:35:00,149.24103,149.26292,149.22303,149.24492,0
2026-03-27T18:40:00,149.24492,149.26648,149.22692,149.24848,0
2026-03-27T18:45:00,149.24848,149.26967,149.23048,149.25167,0
2026-03-27T18:50:00,149.25167,149.27246,149.23367,149.25446,0
2026-03-27T18:55:00,149.25446,149.27481,149.23646,149.25681,0
2026-03-27T19:00:00,149.25681,149.27668,149.23881,149.25868,0
2026-03-27T19:05:00,149.25868,149.27807,149.24068,149.26007,0
2026-03-27T19:10:00,149.26007,149.27894,149.24207,149.26094,0
2026-03-27T19:15:00,149.26094,149.27929,149.24294,149.26129,0
2026-03-27T19:20:00,149.26129,149.27929,149.24311,149.26111,0
2026-03-27T19:25:00,149.26111,149.27911,149.24241,149.26041,0
2026-03-27T19:30:00,149.26041,149.27841,149.24119,149.25919,0
2026-03-27T19:35:00,149.25919,149.27719,149.23946,149.25746,0
2026-03-27T19:40:00,149.25746,149.27546,149.23725,149.25525,0
2026-03-27T19:45:00,149.25525,149.27325,149.23458,149.25258,0
2026-03-27T19:50:00,149.25258,149.27058,149.23149,149.24949,0
2026-03-27T19:55:00,149.24949,149.26749,149.22801,149.24601,0
2026-03-27T20:00:00,149.24601,149.26401,149.22419,149.24219,0
2026-03-27T20:05:00,149.24219,149.26019,149.22007,149.23807,0
2026-03-27T20:10:00,149.23807,149.25607,149.2157,149.2337,0
2026-03-27T20:15:00,149.2337,149.2517,149.21114,149.22914,0
2026-03-27T20:20:00,149.22914,149.24714,149.20643,149.22443,0
2026-03-27T20:25:00,149.22443,149.24243,149.20164,149.21964,0
2026-03-27T20:30:00,149.21964,149.23764,149.19681,149.21481,0
2026-03-27T20:35:00,149.21481,149.23281,149.19202,149.21002,0
2026-03-27T20:40:00,149.21002,149.22802,149.1873,149.2053,0
2026-03-27T20:45:00,149.2053,149.2233,149.18271,149.20071,0
2026-03-27T20:50:00,149.20071,149.21871,149.1783,149.1963,0
2026-03-27T20:55:00,149.1963,149.2143,149.17412,149.19212,0
2026-03-27T21:00:00,149.19212,149.21012,149.17021,149.18821,0
2026-03-27T21:05:00,149.18821,149.20621,149.16661,149.18461,0
2026-03-27T21:10:00,149.18461,149.20261,149.16335,149.18135,0
2026-03-27T21:15:00,149.18135,149.19935,149.16047,149.17847,0
2026-03-27T21:20:00,149.17847,149.19647,149.15798,149.17598,0
2026-03-27T21:25:00,149.17598,149.19398,149.1559,149.1739,0
2026-03-27T21:30:00,149.1739,149.1919,149.15425,149.17225,0
2026-03-27T21:35:00,149.17225,149.19025,149.15304,149.17104,0
2026-03-27T21:40:00,149.17104,149.18904,149.15226,149.17026,0
2026-03-27T21:45:00,149.17026,149.18826,149.15191,149.16991,0
2026-03-27T21:50:00,149.16991,149.18798,149.15191,149.16998,0
2026-03-27T21:55:00,149.16998,149.18846,149.15198,149.17046,0
